scan_id,z_index_0based,z_um,r_um,distance_from_vessel_bottom_um,V,B_left,B_right,B,B_standard_deviation,B_median_diagnostic,B_scaled_mad_diagnostic,background_mode,T,P,tail_z_fraction,background_left_valid_count,background_right_valid_count,region,validity
synthetic_demo,17,113.9,-211.75,-211.75,5.017,5.017,5.017,5.017000000000001,8.881784197001252e-16,5.017,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,18,120.60000000000001,-205.04999999999998,-205.04999999999998,5.017999999999999,5.018,5.018,5.018,0.0,5.018,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,19,127.3,-198.35,-198.35,5.019,5.019,5.019,5.018999999999999,8.881784197001252e-16,5.019,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,20,134.0,-191.65,-191.65,5.02,5.02,5.02,5.019999999999999,8.881784197001252e-16,5.02,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,21,140.70000000000002,-184.95,-184.95,5.020999999999999,5.021,5.021,5.021,0.0,5.021,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,22,147.4,-178.25,-178.25,5.022,5.022,5.022,5.021999999999999,8.881784197001252e-16,5.022,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,23,154.1,-171.54999999999998,-171.54999999999998,5.023,5.023,5.023,5.022999999999999,8.881784197001252e-16,5.023,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,24,160.8,-164.85,-164.85,5.023999999999999,5.024,5.024,5.024,0.0,5.024,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,25,167.5,-158.15,-158.15,5.025,5.025,5.025,5.0249999999999995,8.881784197001252e-16,5.025,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,26,174.20000000000002,-151.45,-151.45,5.026,5.026,5.026,5.025999999999999,8.881784197001252e-16,5.026,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,27,180.9,-144.75,-144.75,5.026999999999999,5.027,5.027,5.027,0.0,5.027,0.0,bilateral,-8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,28,187.6,-138.04999999999998,-138.04999999999998,5.0280000000000005,5.028,5.028,5.028,0.0,5.028,0.0,bilateral,8.881784197001252e-16,0.0,0.0,5,5,other,valid
synthetic_demo,29,194.3,-131.35,-131.35,5.029,5.029,5.029,5.028999999999999,8.881784197001252e-16,5.029,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,30,201.0,-124.64999999999999,-124.64999999999999,6.830000000000001,5.03,5.03,5.03,0.0,5.03,0.0,bilateral,1.8000000000000007,228.60000000000008,0.0,5,5,source,valid
synthetic_demo,31,207.70000000000002,-117.94999999999999,-117.94999999999999,7.430999999999999,5.031,5.031,5.031,0.0,5.031,0.0,bilateral,2.3999999999999995,304.7999999999999,0.0,5,5,source,valid
synthetic_demo,32,214.4,-111.24999999999999,-111.24999999999999,7.4319999999999995,5.032,5.032,5.031999999999999,8.881784197001252e-16,5.032,0.0,bilateral,2.4000000000000004,304.80000000000007,0.0,5,5,source,valid
synthetic_demo,33,221.1,-104.55,-104.55,8.033000000000001,5.033,5.033,5.033,0.0,5.033,0.0,bilateral,3.000000000000001,381.0000000000001,0.0,5,5,source,valid
synthetic_demo,34,227.8,-97.85,-97.85,8.033999999999999,5.034,5.034,5.034,0.0,5.034,0.0,bilateral,2.999999999999999,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,35,234.5,-91.14999999999999,-91.14999999999999,8.035,5.035,5.035,5.034999999999999,8.881784197001252e-16,5.035,0.0,bilateral,3.000000000000001,381.0000000000001,0.0,5,5,source,valid
synthetic_demo,36,241.20000000000002,-84.44999999999999,-84.44999999999999,8.035999999999998,5.036,5.036,5.0360000000000005,8.881784197001252e-16,5.036,0.0,bilateral,2.9999999999999973,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,37,247.9,-77.74999999999999,-77.74999999999999,8.036999999999999,5.037,5.037,5.037,0.0,5.037,0.0,bilateral,2.999999999999999,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,38,254.6,-71.05,-71.05,8.038,5.038,5.038,5.037999999999999,8.881784197001252e-16,5.038,0.0,bilateral,3.000000000000001,381.0000000000001,0.0,5,5,source,valid
synthetic_demo,39,261.3,-64.35,-64.35,8.038999999999998,5.039,5.039,5.039000000000001,8.881784197001252e-16,5.039,0.0,bilateral,2.9999999999999973,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,40,268.0,-57.64999999999999,-57.64999999999999,8.04,5.04,5.04,5.04,0.0,5.04,0.0,bilateral,2.999999999999999,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,41,274.7,-50.94999999999999,-50.94999999999999,8.041,5.041,5.041,5.0409999999999995,8.881784197001252e-16,5.041,0.0,bilateral,3.000000000000001,381.0000000000001,0.0,5,5,source,valid
synthetic_demo,42,281.40000000000003,-44.24999999999999,-44.24999999999999,8.041999999999998,5.042,5.042,5.042000000000001,8.881784197001252e-16,5.042,0.0,bilateral,2.9999999999999973,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,43,288.1,-37.54999999999999,-37.54999999999999,8.043,5.043,5.043,5.043,0.0,5.043,0.0,bilateral,2.999999999999999,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,44,294.8,-30.84999999999999,-30.84999999999999,8.044,5.044,5.044,5.043999999999999,8.881784197001252e-16,5.044,0.0,bilateral,3.0000000000000018,381.0000000000002,0.0,5,5,source,valid
synthetic_demo,45,301.5,-24.149999999999988,-24.149999999999988,8.044999999999998,5.045,5.045,5.045000000000001,8.881784197001252e-16,5.045,0.0,bilateral,2.9999999999999973,380.99999999999983,0.0,5,5,source,valid
synthetic_demo,46,308.2,-17.44999999999999,-17.44999999999999,7.446,5.046,5.046,5.046,0.0,5.046,0.0,bilateral,2.3999999999999995,304.7999999999999,0.0,5,5,source,valid
synthetic_demo,47,314.90000000000003,-10.74999999999999,-10.74999999999999,7.447,5.047,5.047,5.046999999999999,8.881784197001252e-16,5.047,0.0,bilateral,2.4000000000000012,304.8000000000002,0.0,5,5,source,valid
synthetic_demo,48,321.6,-4.049999999999989,-4.049999999999989,6.847999999999999,5.048,5.048,5.048000000000001,8.881784197001252e-16,5.048,0.0,bilateral,1.799999999999998,228.5999999999999,0.0,5,5,source,valid
synthetic_demo,49,328.3,2.6500000000000115,2.6500000000000115,6.649000000000001,5.049,5.049,5.049,0.0,5.049,0.0,bilateral,1.6000000000000005,203.19999999999996,0.8955223880597032,5,5,source_tail_boundary,valid
synthetic_demo,50,335.0,9.350000000000012,9.350000000000012,6.05,5.05,5.05,5.049999999999999,8.881784197001252e-16,5.05,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,51,341.7,16.05000000000001,16.05000000000001,6.051,5.051,5.051,5.051000000000001,8.881784197001252e-16,5.051,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,52,348.40000000000003,22.75000000000001,22.75000000000001,6.052,5.052,5.052,5.052,0.0,5.052,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,53,355.1,29.450000000000014,29.450000000000014,6.053,5.053,5.053,5.052999999999999,8.881784197001252e-16,5.053,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,54,361.8,36.15000000000001,36.15000000000001,6.054,5.054,5.054,5.054000000000001,8.881784197001252e-16,5.054,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,55,368.5,42.850000000000016,42.850000000000016,6.055,5.055,5.055,5.055,0.0,5.055,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,56,375.2,49.55000000000001,49.55000000000001,6.056,5.056,5.056,5.055999999999999,8.881784197001252e-16,5.056,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,57,381.90000000000003,56.250000000000014,56.250000000000014,6.057,5.057,5.057,5.057000000000001,8.881784197001252e-16,5.057,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,58,388.6,62.95000000000001,62.95000000000001,6.058,5.058,5.058,5.058,0.0,5.058,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,59,395.3,69.65000000000002,69.65000000000002,6.059,5.059,5.059,5.058999999999999,8.881784197001252e-16,5.059,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,60,402.0,76.35000000000001,76.35000000000001,6.06,5.06,5.06,5.0600000000000005,8.881784197001252e-16,5.06,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,61,408.7,83.05000000000001,83.05000000000001,6.061,5.061,5.061,5.061,0.0,5.061,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,62,415.40000000000003,89.75000000000001,89.75000000000001,6.062,5.062,5.062,5.061999999999999,8.881784197001252e-16,5.062,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,63,422.1,96.45000000000002,96.45000000000002,6.063,5.063,5.063,5.063000000000001,8.881784197001252e-16,5.063,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,64,428.8,103.15000000000002,103.15000000000002,6.064,5.064,5.064,5.064,0.0,5.064,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,65,435.5,109.85000000000001,109.85000000000001,6.065,5.065,5.065,5.0649999999999995,8.881784197001252e-16,5.065,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,66,442.2,116.55000000000001,116.55000000000001,6.066,5.066,5.066,5.066000000000001,8.881784197001252e-16,5.066,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,67,448.90000000000003,123.25000000000001,123.25000000000001,6.067,5.067,5.067,5.067,0.0,5.067,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,68,455.6,129.95000000000002,129.95000000000002,6.068,5.068,5.068,5.067999999999999,8.881784197001252e-16,5.068,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,69,462.3,136.65,136.65,6.069,5.069,5.069,5.069000000000001,8.881784197001252e-16,5.069,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,70,469.0,143.35000000000002,143.35000000000002,6.07,5.07,5.07,5.07,0.0,5.07,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,71,475.7,150.05,150.05,6.071,5.071,5.071,5.070999999999999,8.881784197001252e-16,5.071,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,72,482.40000000000003,156.75000000000003,156.75000000000003,6.072,5.072,5.072,5.072000000000001,8.881784197001252e-16,5.072,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,73,489.1,163.45000000000002,163.45000000000002,6.073,5.073,5.073,5.073,0.0,5.073,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,74,495.8,170.15,170.15,6.074,5.074,5.074,5.073999999999999,8.881784197001252e-16,5.074,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,75,502.5,176.85000000000002,176.85000000000002,6.075,5.075,5.075,5.075000000000001,8.881784197001252e-16,5.075,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,76,509.2,183.55,183.55,6.075999999999999,5.076,5.076,5.076,0.0,5.076,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,77,515.9,190.25000000000003,190.25000000000003,6.077,5.077,5.077,5.076999999999999,8.881784197001252e-16,5.077,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,78,522.6,196.95000000000002,196.95000000000002,6.078,5.078,5.078,5.078000000000001,8.881784197001252e-16,5.078,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,79,529.3000000000001,203.65,203.65,6.078999999999999,5.079,5.079,5.079,0.0,5.079,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,80,536.0,210.35000000000002,210.35000000000002,6.08,5.08,5.08,5.079999999999999,8.881784197001252e-16,5.08,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,81,542.7,217.05,217.05,6.081,5.081,5.081,5.081000000000001,8.881784197001252e-16,5.081,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,82,549.4,223.75000000000003,223.75000000000003,6.081999999999999,5.082,5.082,5.082,0.0,5.082,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,83,556.1,230.45000000000002,230.45000000000002,6.083,5.083,5.083,5.082999999999999,8.881784197001252e-16,5.083,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,84,562.8000000000001,237.15,237.15,6.084,5.084,5.084,5.0840000000000005,8.881784197001252e-16,5.084,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,85,569.5,243.85000000000002,243.85000000000002,6.084999999999999,5.085,5.085,5.085,0.0,5.085,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,86,576.2,250.55,250.55,6.086,5.086,5.086,5.085999999999999,8.881784197001252e-16,5.086,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,87,582.9,257.25,257.25,6.087,5.087,5.087,5.087000000000001,8.881784197001252e-16,5.087,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,88,589.6,263.95000000000005,263.95000000000005,6.087999999999999,5.088,5.088,5.088,0.0,5.088,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,89,596.3000000000001,270.65000000000003,270.65000000000003,6.089,5.089,5.089,5.0889999999999995,8.881784197001252e-16,5.089,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,90,603.0,277.35,277.35,6.09,5.09,5.09,5.090000000000001,8.881784197001252e-16,5.09,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,91,609.7,284.05,284.05,6.090999999999999,5.091,5.091,5.091,0.0,5.091,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,92,616.4,290.75,290.75,6.0920000000000005,5.092,5.092,5.092,0.0,5.092,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,93,623.1,297.45000000000005,297.45000000000005,6.093,5.093,5.093,5.093000000000001,8.881784197001252e-16,5.093,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,94,629.8000000000001,304.15000000000003,304.15000000000003,6.093999999999999,5.094,5.094,5.094,0.0,5.094,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,95,636.5,310.85,310.85,6.095000000000001,5.095,5.095,5.095,0.0,5.095,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,96,643.2,317.55,317.55,6.096,5.096,5.096,5.096000000000001,8.881784197001252e-16,5.096,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,97,649.9,324.25,324.25,6.0969999999999995,5.097,5.097,5.097,0.0,5.097,0.0,bilateral,0.9999999999999991,127.0,1.0,5,5,tail,valid
synthetic_demo,98,656.6,330.95000000000005,330.95000000000005,6.098000000000001,5.098,5.098,5.098,0.0,5.098,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,99,663.3000000000001,337.65000000000003,337.65000000000003,6.099,5.099,5.099,5.099000000000001,8.881784197001252e-16,5.099,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,100,670.0,344.35,344.35,6.1,5.1,5.1,5.1000000000000005,8.881784197001252e-16,5.1,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,101,676.7,351.05,351.05,6.101000000000001,5.101,5.101,5.101,0.0,5.101,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,102,683.4,357.75,357.75,6.102,5.102,5.102,5.102000000000001,8.881784197001252e-16,5.102,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,103,690.1,364.45000000000005,364.45000000000005,6.103,5.103,5.103,5.103000000000001,8.881784197001252e-16,5.103,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,104,696.8000000000001,371.15000000000003,371.15000000000003,6.104000000000001,5.104,5.104,5.104,0.0,5.104,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,105,703.5,377.85,377.85,6.105,5.105,5.105,5.105000000000001,8.881784197001252e-16,5.105,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,106,710.2,384.55,384.55,6.106,5.106,5.106,5.106000000000001,8.881784197001252e-16,5.106,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,107,716.9,391.25,391.25,6.107000000000001,5.107,5.107,5.107,0.0,5.107,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,108,723.6,397.95000000000005,397.95000000000005,6.108,5.108,5.108,5.107999999999999,8.881784197001252e-16,5.108,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,109,730.3000000000001,404.65000000000003,404.65000000000003,6.109,5.109,5.109,5.109000000000001,8.881784197001252e-16,5.109,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,110,737.0,411.35,411.35,6.110000000000001,5.11,5.11,5.11,0.0,5.11,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,111,743.7,418.05,418.05,6.111,5.111,5.111,5.110999999999999,8.881784197001252e-16,5.111,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,112,750.4,424.75,424.75,6.112,5.112,5.112,5.112000000000001,8.881784197001252e-16,5.112,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,113,757.1,431.45000000000005,431.45000000000005,6.113000000000001,5.113,5.113,5.113,0.0,5.113,0.0,bilateral,1.0000000000000009,127.0,1.0,5,5,tail,valid
synthetic_demo,114,763.8000000000001,438.15000000000003,438.15000000000003,6.114,5.114,5.114,5.113999999999999,8.881784197001252e-16,5.114,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,115,770.5,444.85,444.85,6.115,5.115,5.115,5.115000000000001,8.881784197001252e-16,5.115,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,116,777.2,451.55,451.55,6.116,5.116,5.116,5.116,0.0,5.116,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,117,783.9,458.25,458.25,6.117,5.117,5.117,5.116999999999999,8.881784197001252e-16,5.117,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,118,790.6,464.95000000000005,464.95000000000005,6.118,5.118,5.118,5.118000000000001,8.881784197001252e-16,5.118,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,119,797.3000000000001,471.65000000000003,471.65000000000003,6.119,5.119,5.119,5.119,0.0,5.119,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,120,804.0,478.35,478.35,6.12,5.12,5.12,5.119999999999999,8.881784197001252e-16,5.12,0.0,bilateral,1.0000000000000009,127.0000000000001,1.0,5,5,tail,valid
synthetic_demo,121,810.7,485.05,485.05,6.121,5.121,5.121,5.121000000000001,8.881784197001252e-16,5.121,0.0,bilateral,0.9999999999999991,126.99999999999989,1.0,5,5,tail,valid
synthetic_demo,122,817.4,491.75,491.75,6.122,5.122,5.122,5.122,0.0,5.122,0.0,bilateral,1.0,127.0,1.0,5,5,tail,valid
synthetic_demo,123,824.1,498.45000000000005,498.45000000000005,6.123,5.123,5.123,5.122999999999999,8.881784197001252e-16,5.123,0.0,bilateral,1.0000000000000009,127.0000000000001,0.7313432835820919,5,5,tail,valid
synthetic_demo,124,830.8000000000001,505.15000000000003,505.15000000000003,5.124,5.124,5.124,5.1240000000000006,8.881784197001252e-16,5.124,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,125,837.5,511.85,511.85,5.125,5.125,5.125,5.125,0.0,5.125,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,126,844.2,518.5500000000001,518.5500000000001,5.126,5.126,5.126,5.1259999999999994,8.881784197001252e-16,5.126,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,127,850.9,525.25,525.25,5.127,5.127,5.127,5.127000000000001,8.881784197001252e-16,5.127,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,128,857.6,531.95,531.95,5.128,5.128,5.128,5.128,0.0,5.128,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,129,864.3000000000001,538.65,538.65,5.129,5.129,5.129,5.128999999999999,8.881784197001252e-16,5.129,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,130,871.0,545.35,545.35,5.13,5.13,5.13,5.130000000000001,8.881784197001252e-16,5.13,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,131,877.7,552.0500000000001,552.0500000000001,5.131,5.131,5.131,5.131,0.0,5.131,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,132,884.4,558.75,558.75,5.132,5.132,5.132,5.131999999999999,8.881784197001252e-16,5.132,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,133,891.1,565.45,565.45,5.133,5.133,5.133,5.133000000000001,8.881784197001252e-16,5.133,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,134,897.8000000000001,572.15,572.15,5.134,5.134,5.134,5.134,0.0,5.134,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,135,904.5,578.85,578.85,5.135,5.135,5.135,5.134999999999999,8.881784197001252e-16,5.135,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,136,911.2,585.5500000000001,585.5500000000001,5.136,5.136,5.136,5.136000000000001,8.881784197001252e-16,5.136,0.0,bilateral,-8.881784197001252e-16,-1.127986593019159e-13,0.0,5,5,other,valid
synthetic_demo,137,917.9,592.25,592.25,5.1370000000000005,5.1370000000000005,5.1370000000000005,5.1370000000000005,0.0,5.1370000000000005,0.0,bilateral,0.0,0.0,0.0,5,5,other,valid
synthetic_demo,138,924.6,598.95,598.95,5.138,5.138,5.138,5.137999999999999,8.881784197001252e-16,5.138,0.0,bilateral,8.881784197001252e-16,1.127986593019159e-13,0.0,5,5,other,valid
